label,label_index,sample_index,path,reason
Q,16,37,continuation dataset/Q/37.jpg,insufficient_hands_detected:0
Q,16,38,continuation dataset/Q/38.jpg,insufficient_hands_detected:0
Q,16,39,continuation dataset/Q/39.jpg,insufficient_hands_detected:0
Q,16,40,continuation dataset/Q/40.jpg,insufficient_hands_detected:0
Q,16,41,continuation dataset/Q/41.jpg,insufficient_hands_detected:0
Q,16,42,continuation dataset/Q/42.jpg,insufficient_hands_detected:0
Q,16,43,continuation dataset/Q/43.jpg,insufficient_hands_detected:0
Q,16,44,continuation dataset/Q/44.jpg,insufficient_hands_detected:0
Q,16,45,continuation dataset/Q/45.jpg,insufficient_hands_detected:0
Q,16,46,continuation dataset/Q/46.jpg,insufficient_hands_detected:0
Q,16,47,continuation dataset/Q/47.jpg,insufficient_hands_detected:0
Q,16,48,continuation dataset/Q/48.jpg,insufficient_hands_detected:0
Q,16,49,continuation dataset/Q/49.jpg,insufficient_hands_detected:0
Q,16,50,continuation dataset/Q/50.jpg,insufficient_hands_detected:0
Q,16,51,continuation dataset/Q/51.jpg,insufficient_hands_detected:0
Q,16,52,continuation dataset/Q/52.jpg,insufficient_hands_detected:0
Q,16,53,continuation dataset/Q/53.jpg,insufficient_hands_detected:0
Q,16,54,continuation dataset/Q/54.jpg,insufficient_hands_detected:0
Q,16,55,continuation dataset/Q/55.jpg,insufficient_hands_detected:0
Q,16,56,continuation dataset/Q/56.jpg,insufficient_hands_detected:0
Q,16,57,continuation dataset/Q/57.jpg,insufficient_hands_detected:0
Q,16,58,continuation dataset/Q/58.jpg,insufficient_hands_detected:0
Q,16,59,continuation dataset/Q/59.jpg,insufficient_hands_detected:0
Q,16,60,continuation dataset/Q/60.jpg,insufficient_hands_detected:0
Q,16,61,continuation dataset/Q/61.jpg,insufficient_hands_detected:0
Q,16,62,continuation dataset/Q/62.jpg,insufficient_hands_detected:0
Q,16,63,continuation dataset/Q/63.jpg,insufficient_hands_detected:0
Q,16,64,continuation dataset/Q/64.jpg,insufficient_hands_detected:0
Q,16,65,continuation dataset/Q/65.jpg,insufficient_hands_detected:0
Q,16,66,continuation dataset/Q/66.jpg,insufficient_hands_detected:0
Q,16,67,continuation dataset/Q/67.jpg,insufficient_hands_detected:0
Q,16,68,continuation dataset/Q/68.jpg,insufficient_hands_detected:0
Q,16,69,continuation dataset/Q/69.jpg,insufficient_hands_detected:0
Q,16,70,continuation dataset/Q/70.jpg,insufficient_hands_detected:0
Q,16,71,continuation dataset/Q/71.jpg,insufficient_hands_detected:0
Q,16,72,continuation dataset/Q/72.jpg,insufficient_hands_detected:0
Q,16,73,continuation dataset/Q/73.jpg,insufficient_hands_detected:0
Q,16,74,continuation dataset/Q/74.jpg,insufficient_hands_detected:0
Q,16,75,continuation dataset/Q/75.jpg,insufficient_hands_detected:0
Q,16,76,continuation dataset/Q/76.jpg,insufficient_hands_detected:0
Q,16,78,continuation dataset/Q/78.jpg,insufficient_hands_detected:0
Q,16,79,continuation dataset/Q/79.jpg,insufficient_hands_detected:0
Q,16,80,continuation dataset/Q/80.jpg,insufficient_hands_detected:0
Q,16,81,continuation dataset/Q/81.jpg,insufficient_hands_detected:0
Q,16,82,continuation dataset/Q/82.jpg,insufficient_hands_detected:0
Q,16,83,continuation dataset/Q/83.jpg,insufficient_hands_detected:0
Q,16,84,continuation dataset/Q/84.jpg,insufficient_hands_detected:0
Q,16,85,continuation dataset/Q/85.jpg,insufficient_hands_detected:0
Q,16,86,continuation dataset/Q/86.jpg,insufficient_hands_detected:0
Q,16,88,continuation dataset/Q/88.jpg,insufficient_hands_detected:0
Q,16,89,continuation dataset/Q/89.jpg,insufficient_hands_detected:0
Q,16,90,continuation dataset/Q/90.jpg,insufficient_hands_detected:0
Q,16,91,continuation dataset/Q/91.jpg,insufficient_hands_detected:0
Q,16,92,continuation dataset/Q/92.jpg,insufficient_hands_detected:0
Q,16,93,continuation dataset/Q/93.jpg,insufficient_hands_detected:0
Q,16,94,continuation dataset/Q/94.jpg,insufficient_hands_detected:0
Q,16,95,continuation dataset/Q/95.jpg,insufficient_hands_detected:0
Q,16,96,continuation dataset/Q/96.jpg,insufficient_hands_detected:0
Q,16,97,continuation dataset/Q/97.jpg,insufficient_hands_detected:0
Q,16,98,continuation dataset/Q/98.jpg,insufficient_hands_detected:0
Q,16,99,continuation dataset/Q/99.jpg,insufficient_hands_detected:0
Q,16,100,continuation dataset/Q/100.jpg,insufficient_hands_detected:0
Q,16,101,continuation dataset/Q/101.jpg,insufficient_hands_detected:0
Q,16,103,continuation dataset/Q/103.jpg,insufficient_hands_detected:0
Q,16,104,continuation dataset/Q/104.jpg,insufficient_hands_detected:0
Q,16,105,continuation dataset/Q/105.jpg,insufficient_hands_detected:0
Q,16,106,continuation dataset/Q/106.jpg,insufficient_hands_detected:0
Q,16,107,continuation dataset/Q/107.jpg,insufficient_hands_detected:0
Q,16,108,continuation dataset/Q/108.jpg,insufficient_hands_detected:0
Q,16,109,continuation dataset/Q/109.jpg,insufficient_hands_detected:0
Q,16,110,continuation dataset/Q/110.jpg,insufficient_hands_detected:0
Q,16,111,continuation dataset/Q/111.jpg,insufficient_hands_detected:0
Q,16,112,continuation dataset/Q/112.jpg,insufficient_hands_detected:0
Q,16,113,continuation dataset/Q/113.jpg,insufficient_hands_detected:0
Q,16,114,continuation dataset/Q/114.jpg,insufficient_hands_detected:0
Q,16,115,continuation dataset/Q/115.jpg,insufficient_hands_detected:0
Q,16,116,continuation dataset/Q/116.jpg,insufficient_hands_detected:0
Q,16,117,continuation dataset/Q/117.jpg,insufficient_hands_detected:0
Q,16,118,continuation dataset/Q/118.jpg,insufficient_hands_detected:0
Q,16,120,continuation dataset/Q/120.jpg,insufficient_hands_detected:0
Q,16,121,continuation dataset/Q/121.jpg,insufficient_hands_detected:0
Q,16,122,continuation dataset/Q/122.jpg,insufficient_hands_detected:0
Q,16,123,continuation dataset/Q/123.jpg,insufficient_hands_detected:0
Q,16,124,continuation dataset/Q/124.jpg,insufficient_hands_detected:0
Q,16,125,continuation dataset/Q/125.jpg,insufficient_hands_detected:0
Q,16,126,continuation dataset/Q/126.jpg,insufficient_hands_detected:0
Q,16,127,continuation dataset/Q/127.jpg,insufficient_hands_detected:0
Q,16,128,continuation dataset/Q/128.jpg,insufficient_hands_detected:0
Q,16,129,continuation dataset/Q/129.jpg,insufficient_hands_detected:0
Q,16,130,continuation dataset/Q/130.jpg,insufficient_hands_detected:0
Q,16,131,continuation dataset/Q/131.jpg,insufficient_hands_detected:0
Q,16,133,continuation dataset/Q/133.jpg,insufficient_hands_detected:0
Q,16,205,continuation dataset/Q/205.jpg,insufficient_hands_detected:0
Q,16,219,continuation dataset/Q/219.jpg,insufficient_hands_detected:0
Q,16,220,continuation dataset/Q/220.jpg,insufficient_hands_detected:0
Q,16,222,continuation dataset/Q/222.jpg,insufficient_hands_detected:0
Q,16,226,continuation dataset/Q/226.jpg,insufficient_hands_detected:0
Q,16,253,continuation dataset/Q/253.jpg,insufficient_hands_detected:0
Q,16,254,continuation dataset/Q/254.jpg,insufficient_hands_detected:0
Q,16,255,continuation dataset/Q/255.jpg,insufficient_hands_detected:0
Q,16,256,continuation dataset/Q/256.jpg,insufficient_hands_detected:0
Q,16,257,continuation dataset/Q/257.jpg,insufficient_hands_detected:0
Q,16,258,continuation dataset/Q/258.jpg,insufficient_hands_detected:0
Q,16,260,continuation dataset/Q/260.jpg,insufficient_hands_detected:0
Q,16,263,continuation dataset/Q/263.jpg,insufficient_hands_detected:0
Q,16,264,continuation dataset/Q/264.jpg,insufficient_hands_detected:0
Q,16,265,continuation dataset/Q/265.jpg,insufficient_hands_detected:0
Q,16,266,continuation dataset/Q/266.jpg,insufficient_hands_detected:0
Q,16,267,continuation dataset/Q/267.jpg,insufficient_hands_detected:0
Q,16,268,continuation dataset/Q/268.jpg,insufficient_hands_detected:0
Q,16,297,continuation dataset/Q/297.jpg,insufficient_hands_detected:0
Q,16,313,continuation dataset/Q/313.jpg,insufficient_hands_detected:0
Q,16,321,continuation dataset/Q/321.jpg,insufficient_hands_detected:0
Q,16,322,continuation dataset/Q/322.jpg,insufficient_hands_detected:0
Q,16,326,continuation dataset/Q/326.jpg,insufficient_hands_detected:0
Q,16,328,continuation dataset/Q/328.jpg,insufficient_hands_detected:0
Q,16,331,continuation dataset/Q/331.jpg,insufficient_hands_detected:0
Q,16,332,continuation dataset/Q/332.jpg,insufficient_hands_detected:0
Q,16,333,continuation dataset/Q/333.jpg,insufficient_hands_detected:0
Q,16,334,continuation dataset/Q/334.jpg,insufficient_hands_detected:0
Q,16,335,continuation dataset/Q/335.jpg,insufficient_hands_detected:0
Q,16,336,continuation dataset/Q/336.jpg,insufficient_hands_detected:0
Q,16,337,continuation dataset/Q/337.jpg,insufficient_hands_detected:0
Q,16,338,continuation dataset/Q/338.jpg,insufficient_hands_detected:0
Q,16,339,continuation dataset/Q/339.jpg,insufficient_hands_detected:0
Q,16,340,continuation dataset/Q/340.jpg,insufficient_hands_detected:0
Q,16,341,continuation dataset/Q/341.jpg,insufficient_hands_detected:0
Q,16,342,continuation dataset/Q/342.jpg,insufficient_hands_detected:0
Q,16,343,continuation dataset/Q/343.jpg,insufficient_hands_detected:0
Q,16,345,continuation dataset/Q/345.jpg,insufficient_hands_detected:0
Q,16,346,continuation dataset/Q/346.jpg,insufficient_hands_detected:0
Q,16,347,continuation dataset/Q/347.jpg,insufficient_hands_detected:0
Q,16,348,continuation dataset/Q/348.jpg,insufficient_hands_detected:0
Q,16,350,continuation dataset/Q/350.jpg,insufficient_hands_detected:0
Q,16,351,continuation dataset/Q/351.jpg,insufficient_hands_detected:0
Q,16,352,continuation dataset/Q/352.jpg,insufficient_hands_detected:0
Q,16,353,continuation dataset/Q/353.jpg,insufficient_hands_detected:0
Q,16,354,continuation dataset/Q/354.jpg,insufficient_hands_detected:0
Q,16,355,continuation dataset/Q/355.jpg,insufficient_hands_detected:0
Q,16,356,continuation dataset/Q/356.jpg,insufficient_hands_detected:0
Q,16,360,continuation dataset/Q/360.jpg,insufficient_hands_detected:0
Q,16,364,continuation dataset/Q/364.jpg,insufficient_hands_detected:0
Q,16,366,continuation dataset/Q/366.jpg,insufficient_hands_detected:0
Q,16,367,continuation dataset/Q/367.jpg,insufficient_hands_detected:0
Q,16,370,continuation dataset/Q/370.jpg,insufficient_hands_detected:0
Q,16,376,continuation dataset/Q/376.jpg,insufficient_hands_detected:0
Q,16,384,continuation dataset/Q/384.jpg,insufficient_hands_detected:0
Q,16,398,continuation dataset/Q/398.jpg,insufficient_hands_detected:0
Q,16,399,continuation dataset/Q/399.jpg,insufficient_hands_detected:0
Q,16,409,continuation dataset/Q/409.jpg,insufficient_hands_detected:0
Q,16,477,continuation dataset/Q/477.jpg,insufficient_hands_detected:0
Q,16,488,continuation dataset/Q/488.jpg,insufficient_hands_detected:0
Q,16,489,continuation dataset/Q/489.jpg,insufficient_hands_detected:0
Q,16,490,continuation dataset/Q/490.jpg,insufficient_hands_detected:0
Q,16,491,continuation dataset/Q/491.jpg,insufficient_hands_detected:0
Q,16,494,continuation dataset/Q/494.jpg,insufficient_hands_detected:0
Q,16,495,continuation dataset/Q/495.jpg,insufficient_hands_detected:0
Q,16,496,continuation dataset/Q/496.jpg,insufficient_hands_detected:0
Q,16,497,continuation dataset/Q/497.jpg,insufficient_hands_detected:0
Q,16,498,continuation dataset/Q/498.jpg,insufficient_hands_detected:0
Q,16,499,continuation dataset/Q/499.jpg,insufficient_hands_detected:0
Q,16,500,continuation dataset/Q/500.jpg,insufficient_hands_detected:0
Q,16,501,continuation dataset/Q/501.jpg,insufficient_hands_detected:0
Q,16,502,continuation dataset/Q/502.jpg,insufficient_hands_detected:0
Q,16,503,continuation dataset/Q/503.jpg,insufficient_hands_detected:0
Q,16,505,continuation dataset/Q/505.jpg,insufficient_hands_detected:0
Q,16,506,continuation dataset/Q/506.jpg,insufficient_hands_detected:0
Q,16,508,continuation dataset/Q/508.jpg,insufficient_hands_detected:0
Q,16,509,continuation dataset/Q/509.jpg,insufficient_hands_detected:0
Q,16,510,continuation dataset/Q/510.jpg,insufficient_hands_detected:0
Q,16,511,continuation dataset/Q/511.jpg,insufficient_hands_detected:0
Q,16,513,continuation dataset/Q/513.jpg,insufficient_hands_detected:0
Q,16,514,continuation dataset/Q/514.jpg,insufficient_hands_detected:0
Q,16,515,continuation dataset/Q/515.jpg,insufficient_hands_detected:0
Q,16,516,continuation dataset/Q/516.jpg,insufficient_hands_detected:0
Q,16,517,continuation dataset/Q/517.jpg,insufficient_hands_detected:0
Q,16,518,continuation dataset/Q/518.jpg,insufficient_hands_detected:0
Q,16,520,continuation dataset/Q/520.jpg,insufficient_hands_detected:0
Q,16,521,continuation dataset/Q/521.jpg,insufficient_hands_detected:0
Q,16,522,continuation dataset/Q/522.jpg,insufficient_hands_detected:0
Q,16,523,continuation dataset/Q/523.jpg,insufficient_hands_detected:0
Q,16,524,continuation dataset/Q/524.jpg,insufficient_hands_detected:0
Q,16,525,continuation dataset/Q/525.jpg,insufficient_hands_detected:0
Q,16,526,continuation dataset/Q/526.jpg,insufficient_hands_detected:0
Q,16,527,continuation dataset/Q/527.jpg,insufficient_hands_detected:0
Q,16,528,continuation dataset/Q/528.jpg,insufficient_hands_detected:0
Q,16,530,continuation dataset/Q/530.jpg,insufficient_hands_detected:0
Q,16,531,continuation dataset/Q/531.jpg,insufficient_hands_detected:0
Q,16,533,continuation dataset/Q/533.jpg,insufficient_hands_detected:0
Q,16,534,continuation dataset/Q/534.jpg,insufficient_hands_detected:0
Q,16,535,continuation dataset/Q/535.jpg,insufficient_hands_detected:0
Q,16,536,continuation dataset/Q/536.jpg,insufficient_hands_detected:0
Q,16,537,continuation dataset/Q/537.jpg,insufficient_hands_detected:0
Q,16,538,continuation dataset/Q/538.jpg,insufficient_hands_detected:0
Q,16,540,continuation dataset/Q/540.jpg,insufficient_hands_detected:0
Q,16,548,continuation dataset/Q/548.jpg,insufficient_hands_detected:0
Q,16,549,continuation dataset/Q/549.jpg,insufficient_hands_detected:0
Q,16,551,continuation dataset/Q/551.jpg,insufficient_hands_detected:0
Q,16,552,continuation dataset/Q/552.jpg,insufficient_hands_detected:0
Q,16,553,continuation dataset/Q/553.jpg,insufficient_hands_detected:0
Q,16,561,continuation dataset/Q/561.jpg,insufficient_hands_detected:0
Q,16,562,continuation dataset/Q/562.jpg,insufficient_hands_detected:0
Q,16,566,continuation dataset/Q/566.jpg,insufficient_hands_detected:0
Q,16,575,continuation dataset/Q/575.jpg,insufficient_hands_detected:0
Q,16,618,continuation dataset/Q/618.jpg,insufficient_hands_detected:0
Q,16,624,continuation dataset/Q/624.jpg,insufficient_hands_detected:0
Q,16,628,continuation dataset/Q/628.jpg,insufficient_hands_detected:0
Q,16,630,continuation dataset/Q/630.jpg,insufficient_hands_detected:0
Q,16,631,continuation dataset/Q/631.jpg,insufficient_hands_detected:0
Q,16,659,continuation dataset/Q/659.jpg,insufficient_hands_detected:0
Q,16,660,continuation dataset/Q/660.jpg,insufficient_hands_detected:0
Q,16,661,continuation dataset/Q/661.jpg,insufficient_hands_detected:0
Q,16,662,continuation dataset/Q/662.jpg,insufficient_hands_detected:0
Q,16,663,continuation dataset/Q/663.jpg,insufficient_hands_detected:0
Q,16,664,continuation dataset/Q/664.jpg,insufficient_hands_detected:0
Q,16,665,continuation dataset/Q/665.jpg,insufficient_hands_detected:0
Q,16,676,continuation dataset/Q/676.jpg,insufficient_hands_detected:0
Q,16,681,continuation dataset/Q/681.jpg,insufficient_hands_detected:0
Q,16,682,continuation dataset/Q/682.jpg,insufficient_hands_detected:0
Q,16,683,continuation dataset/Q/683.jpg,insufficient_hands_detected:0
Q,16,684,continuation dataset/Q/684.jpg,insufficient_hands_detected:0
Q,16,685,continuation dataset/Q/685.jpg,insufficient_hands_detected:0
Q,16,686,continuation dataset/Q/686.jpg,insufficient_hands_detected:0
Q,16,688,continuation dataset/Q/688.jpg,insufficient_hands_detected:0
Q,16,689,continuation dataset/Q/689.jpg,insufficient_hands_detected:0
Q,16,690,continuation dataset/Q/690.jpg,insufficient_hands_detected:0
Q,16,691,continuation dataset/Q/691.jpg,insufficient_hands_detected:0
Q,16,692,continuation dataset/Q/692.jpg,insufficient_hands_detected:0
Q,16,693,continuation dataset/Q/693.jpg,insufficient_hands_detected:0
Q,16,694,continuation dataset/Q/694.jpg,insufficient_hands_detected:0
Q,16,695,continuation dataset/Q/695.jpg,insufficient_hands_detected:0
Q,16,696,continuation dataset/Q/696.jpg,insufficient_hands_detected:0
Q,16,697,continuation dataset/Q/697.jpg,insufficient_hands_detected:0
Q,16,698,continuation dataset/Q/698.jpg,insufficient_hands_detected:0
Q,16,699,continuation dataset/Q/699.jpg,insufficient_hands_detected:0
Q,16,700,continuation dataset/Q/700.jpg,insufficient_hands_detected:0
Q,16,701,continuation dataset/Q/701.jpg,insufficient_hands_detected:0
Q,16,702,continuation dataset/Q/702.jpg,insufficient_hands_detected:0
Q,16,704,continuation dataset/Q/704.jpg,insufficient_hands_detected:0
Q,16,711,continuation dataset/Q/711.jpg,insufficient_hands_detected:0
Q,16,725,continuation dataset/Q/725.jpg,insufficient_hands_detected:0
Q,16,752,continuation dataset/Q/752.jpg,insufficient_hands_detected:0
Q,16,753,continuation dataset/Q/753.jpg,insufficient_hands_detected:0
Q,16,755,continuation dataset/Q/755.jpg,insufficient_hands_detected:0
Q,16,756,continuation dataset/Q/756.jpg,insufficient_hands_detected:0
Q,16,757,continuation dataset/Q/757.jpg,insufficient_hands_detected:0
Q,16,769,continuation dataset/Q/769.jpg,insufficient_hands_detected:0
Q,16,770,continuation dataset/Q/770.jpg,insufficient_hands_detected:0
Q,16,771,continuation dataset/Q/771.jpg,insufficient_hands_detected:0
Q,16,773,continuation dataset/Q/773.jpg,insufficient_hands_detected:0
Q,16,777,continuation dataset/Q/777.jpg,insufficient_hands_detected:0
Q,16,780,continuation dataset/Q/780.jpg,insufficient_hands_detected:0
Q,16,781,continuation dataset/Q/781.jpg,insufficient_hands_detected:0
Q,16,782,continuation dataset/Q/782.jpg,insufficient_hands_detected:0
Q,16,783,continuation dataset/Q/783.jpg,insufficient_hands_detected:0
Q,16,785,continuation dataset/Q/785.jpg,insufficient_hands_detected:0
Q,16,786,continuation dataset/Q/786.jpg,insufficient_hands_detected:0
Q,16,788,continuation dataset/Q/788.jpg,insufficient_hands_detected:0
Q,16,790,continuation dataset/Q/790.jpg,insufficient_hands_detected:0
Q,16,791,continuation dataset/Q/791.jpg,insufficient_hands_detected:0
Q,16,792,continuation dataset/Q/792.jpg,insufficient_hands_detected:0
Q,16,802,continuation dataset/Q/802.jpg,insufficient_hands_detected:0
Q,16,816,continuation dataset/Q/816.jpg,insufficient_hands_detected:0
Q,16,818,continuation dataset/Q/818.jpg,insufficient_hands_detected:0
Q,16,822,continuation dataset/Q/822.jpg,insufficient_hands_detected:0
Q,16,823,continuation dataset/Q/823.jpg,insufficient_hands_detected:0
Q,16,824,continuation dataset/Q/824.jpg,insufficient_hands_detected:0
Q,16,829,continuation dataset/Q/829.jpg,insufficient_hands_detected:0
Q,16,830,continuation dataset/Q/830.jpg,insufficient_hands_detected:0
Q,16,831,continuation dataset/Q/831.jpg,insufficient_hands_detected:0
Q,16,832,continuation dataset/Q/832.jpg,insufficient_hands_detected:0
Q,16,835,continuation dataset/Q/835.jpg,insufficient_hands_detected:0
Q,16,836,continuation dataset/Q/836.jpg,insufficient_hands_detected:0
Q,16,837,continuation dataset/Q/837.jpg,insufficient_hands_detected:0
Q,16,838,continuation dataset/Q/838.jpg,insufficient_hands_detected:0
Q,16,839,continuation dataset/Q/839.jpg,insufficient_hands_detected:0
Q,16,850,continuation dataset/Q/850.jpg,insufficient_hands_detected:0
Q,16,853,continuation dataset/Q/853.jpg,insufficient_hands_detected:0
Q,16,854,continuation dataset/Q/854.jpg,insufficient_hands_detected:0
Q,16,856,continuation dataset/Q/856.jpg,insufficient_hands_detected:0
Q,16,857,continuation dataset/Q/857.jpg,insufficient_hands_detected:0
Q,16,862,continuation dataset/Q/862.jpg,insufficient_hands_detected:0
Q,16,864,continuation dataset/Q/864.jpg,insufficient_hands_detected:0
Q,16,865,continuation dataset/Q/865.jpg,insufficient_hands_detected:0
Q,16,866,continuation dataset/Q/866.jpg,insufficient_hands_detected:0
Q,16,878,continuation dataset/Q/878.jpg,insufficient_hands_detected:0
Q,16,886,continuation dataset/Q/886.jpg,insufficient_hands_detected:0
Q,16,893,continuation dataset/Q/893.jpg,insufficient_hands_detected:0
Q,16,898,continuation dataset/Q/898.jpg,insufficient_hands_detected:0
Q,16,900,continuation dataset/Q/900.jpg,insufficient_hands_detected:0
Q,16,906,continuation dataset/Q/906.jpg,insufficient_hands_detected:0
Q,16,907,continuation dataset/Q/907.jpg,insufficient_hands_detected:0
Q,16,911,continuation dataset/Q/911.jpg,insufficient_hands_detected:0
Q,16,917,continuation dataset/Q/917.jpg,insufficient_hands_detected:0
Q,16,920,continuation dataset/Q/920.jpg,insufficient_hands_detected:0
Q,16,922,continuation dataset/Q/922.jpg,insufficient_hands_detected:0
Q,16,923,continuation dataset/Q/923.jpg,insufficient_hands_detected:0
Q,16,924,continuation dataset/Q/924.jpg,insufficient_hands_detected:0
Q,16,925,continuation dataset/Q/925.jpg,insufficient_hands_detected:0
Q,16,929,continuation dataset/Q/929.jpg,insufficient_hands_detected:0
Q,16,932,continuation dataset/Q/932.jpg,insufficient_hands_detected:0
Q,16,935,continuation dataset/Q/935.jpg,insufficient_hands_detected:0
Q,16,938,continuation dataset/Q/938.jpg,insufficient_hands_detected:0
Q,16,947,continuation dataset/Q/947.jpg,insufficient_hands_detected:0
Q,16,950,continuation dataset/Q/950.jpg,insufficient_hands_detected:0
Q,16,951,continuation dataset/Q/951.jpg,insufficient_hands_detected:0
Q,16,952,continuation dataset/Q/952.jpg,insufficient_hands_detected:0
Q,16,954,continuation dataset/Q/954.jpg,insufficient_hands_detected:0
Q,16,955,continuation dataset/Q/955.jpg,insufficient_hands_detected:0
Q,16,959,continuation dataset/Q/959.jpg,insufficient_hands_detected:0
Q,16,969,continuation dataset/Q/969.jpg,insufficient_hands_detected:0
Q,16,972,continuation dataset/Q/972.jpg,insufficient_hands_detected:0
Q,16,979,continuation dataset/Q/979.jpg,insufficient_hands_detected:0
Q,16,1027,continuation dataset/Q/1027.jpg,insufficient_hands_detected:0
Q,16,1028,continuation dataset/Q/1028.jpg,insufficient_hands_detected:0
Q,16,1029,continuation dataset/Q/1029.jpg,insufficient_hands_detected:0
Q,16,1030,continuation dataset/Q/1030.jpg,insufficient_hands_detected:0
Q,16,1031,continuation dataset/Q/1031.jpg,insufficient_hands_detected:0
Q,16,1032,continuation dataset/Q/1032.jpg,insufficient_hands_detected:0
Q,16,1033,continuation dataset/Q/1033.jpg,insufficient_hands_detected:0
Q,16,1034,continuation dataset/Q/1034.jpg,insufficient_hands_detected:0
Q,16,1035,continuation dataset/Q/1035.jpg,insufficient_hands_detected:0
Q,16,1036,continuation dataset/Q/1036.jpg,insufficient_hands_detected:0
Q,16,1037,continuation dataset/Q/1037.jpg,insufficient_hands_detected:0
Q,16,1038,continuation dataset/Q/1038.jpg,insufficient_hands_detected:0
Q,16,1039,continuation dataset/Q/1039.jpg,insufficient_hands_detected:0
Q,16,1040,continuation dataset/Q/1040.jpg,insufficient_hands_detected:0
Q,16,1041,continuation dataset/Q/1041.jpg,insufficient_hands_detected:0
Q,16,1042,continuation dataset/Q/1042.jpg,insufficient_hands_detected:0
Q,16,1043,continuation dataset/Q/1043.jpg,insufficient_hands_detected:0
Q,16,1044,continuation dataset/Q/1044.jpg,insufficient_hands_detected:0
Q,16,1045,continuation dataset/Q/1045.jpg,insufficient_hands_detected:0
Q,16,1046,continuation dataset/Q/1046.jpg,insufficient_hands_detected:0
Q,16,1047,continuation dataset/Q/1047.jpg,insufficient_hands_detected:0
Q,16,1048,continuation dataset/Q/1048.jpg,insufficient_hands_detected:0
Q,16,1049,continuation dataset/Q/1049.jpg,insufficient_hands_detected:0
Q,16,1050,continuation dataset/Q/1050.jpg,insufficient_hands_detected:0
Q,16,1051,continuation dataset/Q/1051.jpg,insufficient_hands_detected:0
Q,16,1052,continuation dataset/Q/1052.jpg,insufficient_hands_detected:0
Q,16,1053,continuation dataset/Q/1053.jpg,insufficient_hands_detected:0
Q,16,1054,continuation dataset/Q/1054.jpg,insufficient_hands_detected:0
Q,16,1055,continuation dataset/Q/1055.jpg,insufficient_hands_detected:0
Q,16,1056,continuation dataset/Q/1056.jpg,insufficient_hands_detected:0
Q,16,1057,continuation dataset/Q/1057.jpg,insufficient_hands_detected:0
Q,16,1058,continuation dataset/Q/1058.jpg,insufficient_hands_detected:0
Q,16,1059,continuation dataset/Q/1059.jpg,insufficient_hands_detected:0
Q,16,1060,continuation dataset/Q/1060.jpg,insufficient_hands_detected:0
Q,16,1061,continuation dataset/Q/1061.jpg,insufficient_hands_detected:0
Q,16,1062,continuation dataset/Q/1062.jpg,insufficient_hands_detected:0
